The correlations between aging and drug effects (author's transl).,Cysteamine,Typhaceae
Surface balance study of the interaction between microorganisms and lipid monolayer at the air/water interface.,Bacillus subtilis,"Receptor, IGF Type 1"
The percutaneous absorption of phenolic compounds: the mechanism of diffusion across the stratum corneum.,Kinetics,Cyclodecanes
Histidine as an essential residue in the active site of the copper enzyme galactose oxidase.,Circular Dichroism,Rural Nursing
Surface properties of cells of some methicillin-resistant strains of Staphylococcus aureus.,Methicillin,Thermococcales
Tyrosine hydroxylase activity in the catecholamine nerve terminals and cell bodies of the rat brain.,Brain,Glicentin
Renal distal tubular secretory mechanisms in healthy Nigerian subjects.,Kidney Tubules,"Receptor, EphB6"
Proceedings: The effects of AH 5158 on the overflow of transmitter and the uptake of (3H)-(--)-noradrenaline in the cat spleen.,Ethanolamines,Uroporphyrinogens
beta-D-Glucuronidases from the preputial gland of the female rat.,"Chromatography, Gel","Diet, Vegan"
Restoration problems in frontoglabellar skull defects.,Methacrylates,"Codon, Terminator"
The effect of etilefrine and dihydroergotamine on sympathetic nervous system activity when standing up (author's transl).,Cardiac Output,Vilazodone Hydrochloride
Broad-line nuclear magnetic resonance studies of chloroperoxidase.,Hydrogen-Ion Concentration,Extracellular Matrix Proteins
Electrostatic facilitation of general acid catalyzed alpha-oxonium ion formation in a lysozyme-like environment: Kinetic investigations.,Carboxylic Acids,"Hepatitis B, Chronic"
Efficiency of protein production from yeast grown in liquor derived from anaerobically fermented tropical pasture.,Candida,Carboxyhemoglobin
A fine-structural study of embryonic and larval development in the gymnoblastic hydroid Pennaria tiarella.,Cnidaria,beta-Thromboglobulin
Severe respiratory distress with stubborn hypoxemia in newborn infants whose mothers had had placenta previa.,Hypoxia,Acer
Treatment of the malabsorption syndrome.,Oxyquinoline,Presbytini
"Weak acids, weak bases and intracellular pH.","Biological Transport, Active",Pneumovirus
Defective organization of actin in cultured skin fibroblasts from patients with inherited adenocarcinoma.,Cytoskeleton,"Reimbursement, Disproportionate Share"
Studies of various factors in thyrotropoin releasing hromone TRH) radioimmunoassay for serum (author's transl).,Iodine Radioisotopes,"Chromatography, Liquid"
Effect of interferon and poly I:C on replication of influenza virus in organ cultures of human origin.,Influenza A virus,"Dictionaries, Medical as Topic"
"The effect of 5-hydroxytryptamine and other indole derivatives on the formation of adenosine 3',5'-cyclic monophosphate in pigeon erythrocytes.",Columbidae,Chamaecyparis
Is it possible to predict the antihypertensive action of a beta-blocker by an anti-angiotensin?.,Acebutolol,"Metal Metabolism, Inborn Errors"
Some aspects of the trachea-heart selectivity of rimiterol in vitro and in vivo in guinea-pigs.,Heart Rate,Urethral Neoplasms
Arginine esterase and lysosomal hydrolases in liver from cystic fibrosis subjects.,"Child, Preschool",Furans
Deep cutaneous burn at the site of the implantation of electrodes for ECG monitoring in the course of a surgical operation (apropos of a case).,"Electrodes, Implanted",Industrial Development
The secretion of methadone and its major metabolite in the gastric juice of humans: comparison with blood and salivary concentrations.,Drug Administration Schedule,"Granuloma, Pyogenic"
Mechanical precipitation of hemoglobin köln.,Hydrogen-Ion Concentration,Trigeminal Motor Nucleus
Milk protein quantity and quality in low-birthweight infants: I. Metabolic responses and effects on growth.,Blood Proteins,Coronary Vasospasm
"Glutamine synthetase from Salmonella typhimurium: manganese(II), substrate, and inhibitor interaction with the unadenylylated enzyme.",Glutamate-Ammonia Ligase,"Stroke, Lacunar"
New enzymic assays for glutamine synthetase adenylytransferase and its regulatory protein PIIA.,Colorimetry,Glutaminase
Effect of neutral and weakly akaline pH values on the growth kinetics and physiological characteristics of a chemostat culture of Candida utilis yeasts.,Kinetics,Virus Internalization
"Disposition and metabolism of 3-(3-chlorophenoxy)-N-methylpyrrolidine 14C-carboxamide in the rat, dog, and man.","Chromatography, Gas",Chad
Metal-ion interaction with penicillins: kinetics of complexation of nickel(II).,Hydrogen-Ion Concentration,Calcium
Comparative study of virion transcriptase of some influenza virus strains.,Influenza Vaccines,Forecasting
Minoxidil in the treatment of malignant hypertension (author's transl).,"Drug Therapy, Combination",4-Chloro-7-nitrobenzofurazan
Abnormalities of epididymo-testicular fusion associated with cryptorchism.,Testis,Perilipins
Fecal chymotrypsin: study on some characteristics of the enzyme.,Specimen Handling,Bronchial Thermoplasty
"Specific binding sites for a parvovirus, minute virus of mice, on cultured mouse cells.",Cell Line,Intracranial Arteriovenous Malformations
Diffusion coefficients for protein molecules in blood serum.,Hydrogen-Ion Concentration,Quality of Health Care
Consumer information activities in old age (author's transl).,Information Services,Adenosine A3 Receptor Antagonists
Method of stabilizing ketamine anesthesia.,Clinical Trials as Topic,Neutral Glycosphingolipids
Metal proteases from Bac. subtilis.,Bacillus subtilis,Myocardial Contraction
The role of the lung in controlling respiratory infections.,"Influenza, Human",Life Expectancy
Estrogen-binding protein from rat preputial gland: purification and characterization.,Gonadal Steroid Hormones,Antifreeze Proteins
Physico-chemical properties of mouse hepatitis virus (MHV-2) grown on DBT cell culture.,Cell Line,Rhodococcus
Psychoactive drug interactions.,Biopharmaceutics,ADAM12 Protein
The effect of cold storage on the sensitivity to alpha and beta agonists in the isolated rabbit kidney.,In Vitro Techniques,Citrate (si)-Synthase
Effect of amiloride and some of its analogues of cation transport in isolated frog skin and thin lipid membranes.,"Dose-Response Relationship, Drug",Protein-Arginine Deiminase Type 4
Extraction of LHRH in human urine: study of the extraction of labelled synthetic hormone.,Iodine Radioisotopes,"Receptors, Mineralocorticoid"
"Cardiovascular effects of flunitrazepam (rohypnol, RO-5-4200) (author's transl).",Anti-Anxiety Agents,Gynecologic Surgical Procedures
The existence of a Ca2+ for H+ exchange across the sarcolemma of frog cardiac muscle cells proceedings.,Calcium,Pulse Wave Analysis
Solubilization and characterization of the beta-adrenergic receptor binding sites of frog erythrocytes.,"Binding, Competitive",Guanosine Diphosphate Mannose
Titration of human placental alkaline phosphatase with radioactive orthophosphate.,Hydrogen-Ion Concentration,ets-Domain Protein Elk-1
Isolation and identification of benzodiazepine drugs and their metabolites in urine by use of Amberlite XAD-2 resin and thin-layer chromatography.,Anti-Anxiety Agents,Milk Hypersensitivity
Metabolism and disposition of trifluoperazine in the rat. I. A thin-layer chromatographic method for the measurement of trifluoperazine and its metabolites in rat tissues.,Methods,"Benzenaminium, 4,4'-(3-oxo-1,5-pentanediyl)bis(N,N-dimethyl-N-2-propenyl-), Dibromide"
Comparative kinetic studies of Mg2+-activated hydrolysis of tripolyphosphate and pyrophosphate by inorganic pyrophosphatase.,Hydrogen-Ion Concentration,"Anesthetics, Inhalation"
The effects of atenolol (tenormin) and methyldopa on simple tests of central nervous function.,Blood Pressure,Body Weight Maintenance
Phosphate transport into brush-border membrane vesicles isolated from rat small intestine.,"Biological Transport, Active","Keratosis, Seborrheic"
Impression on the 17th Congress of Japan Maternal Health Organization.,Maternal Health Services,Hemolytic Agents
Isolation of glutamic acid methyl ester from an Escherichia coli membrane protein involved in chemotaxis.,Bacterial Proteins,Stomach Diseases
Pure crystalline estradiol pellet implantation for contraception.,Drug Implants,"Urinary Bladder, Overactive"
Possible involvement of monoamines in the release of adipokinetic hormone in the locust Schistocerca gregaria.,Biogenic Amines,Sodium Isotopes
"The quellung reaction, a neglected microbiologic technique.","Diagnosis, Differential",Cathartics
Factors affecting transmission of vector-borne blood parasites.,Chagas Disease,Epididymis
"Actions of procaterol (OPC-2009), a new beta2-adrenoceptor stimulant, on pulmonary resistance, contractions of the soleus muscle, and cardiovascular system of the anaesthetized cat.",Albuterol,Flurandrenolone
Effects of endotoxin on the pregnant baboon and fetus.,Blood Pressure,Environmental Microbiology
Methods for the quantitative determination of streptomycin.,Autoradiography,"Genes, Neurofibromatosis 1"
Degradation of 4-hydroxyphenylacetic acid by Trichosporon cutaneum.,Acetoacetates,Fetal Macrosomia
Sensitivity of the bronchopulmonary apparatus to the inhalation of biologically active substances in different forms of bronchial asthma.,Bronchi,Information Dissemination
Amino acid incorporation by nuclear membrane fraction of rat liver.,Cell Nucleus,Oxazolidinones
Fluorescence behavior of sterigmatocystin.,Chemical Phenomena,Capsella
Fetal heart rate variability during labor.,Analgesics,Parechovirus
Separation of mouse thymocytes into two subpopulations by the use of peanut agglutinin.,Arachis,Ergonovine
Constancy of the NADP-linked isocitrate dehydrogenase/transhydrogenase ratios of mitochondria of different mammalian tissues.,"NADH, NADPH Oxidoreductases",Caprylates
Bacterial fermentation of cheese whey for production of a ruminant feed supplement rich in curde protein.,Fermentation,Picloram
Isolation of amylolytic system of Aspergillus oryzae by sorption on DEAHP amylum.,Aspergillus,"History, Early Modern 1451-1600"
Immobilization of enzymes on hydroxyalkyl methacrylate gels.,"Enzymes, Immobilized",Phosphopyruvate Hydratase
Bioassay of three strains of Bacillus sphaericus on field-collected mosquito larvae.,Larva,Protein Domains
The role of lipids in the observed lack of phosphatidylcholine exchange in myelin.,Brain,Physarum polycephalum
Highly acidic proteins in bovine liver.,Liver,Pyrola
Calcium release induced by N-ethylmaleimide in rat liver mitochondria.,Hydrogen-Ion Concentration,Immunoreceptor Tyrosine-Based Activation Motif
"A survey of biting flies attacking equines in three states of the southwestern United States, 1972.",Culicidae,Acetylcarnitine
Effects of ethanol on electrical parameters of the in vivo rat stomach.,Cell Membrane Permeability,Cell Proliferation
Guanylate cyclase and cyclic guanosine 3':5'-monophosphate phosphodiesterase activities and cyclic guanosine 3':5'-monophosphate levels in normal and transformed fibroblasts in culture.,"Cell Transformation, Neoplastic","Leasing, Property"
Burning the feet to treat convulsions.,Seizures,Medical Record Administrators
Effects of sugars on melanogenesis in cultured melanoma cells.,Cell Division,Sirtuin 2
Clinical implications of lower urinary tract pharmacology.,Bromocriptine,Manufacturing Industry
Multiple gastric polyps and parathyroid adenomas. Report of two cases.,Gastroscopy,Pyloric Antrum
Mechanisms of desorption and adsorption of liver cytosolic fumarase to cellular membranous components.,Fumarate Hydratase,"Milk, Human"
"Harkavy syndrome, bronchial asthma, recurring pulmonary eosinophilia, and periarteritis nodosa.",Asthma,"Genes, Immediate-Early"
"A study of the nematocyst venoms of the sea anemone, Bolocera tuediae.",Cnidaria,"Arenaviruses, New World"
Arthrodesis of the elbow joint.,Arthrodesis,Mucins
Acylation of subtilisin Carlsberg by phenyl esters.,Acylation,Disarticulation
Research on a possible potentiation of the action of synthetic anticoagulants by glaphenine.,ortho-Aminobenzoates,Hexosediphosphates
"Repression of the tyrosine, lysine, and methionine biosynthetic pathways in a hisT mutant of Salmonella typhimurium.",Acetyltransferases,rap GTP-Binding Proteins
Treatment of cryptorchidism with pernasal gonadotropin-releasing hormone therapy.,Luteinizing Hormone,"Receptors, Interleukin-18"
Investigations on alpha-MSH and MIF-1 effects on cyclic AMP levels in rat brain.,Occipital Lobe,beta-Lactamases
"Physiologic interactions between L-proline and D-glucose in Leishmania tarentolae, L. donovani and Trypanosoma scelopori culture forms.",Glucose,Ossification of Posterior Longitudinal Ligament
Fluorescence assay of x-prolyl dipeptidyl-aminopeptidase activity with a new fluorogenic substrate.,Endopeptidases,"Receptor, Melanocortin, Type 3"
Membrane adsorption and internalization of (14C)chloroquine by cultured human fibroblasts.,Chloroquine,"Encephalitis Viruses, Tick-Borne"
Spectrofluorometric determination of hydroflumethiazide in plasma and urine.,Hydrogen-Ion Concentration,bcl-Associated Death Protein
